FID_,CID,ano1991,ano1992,ano1993,ano1994,ano1995,ano1996,ano1997,ano1998,ano1999,ano2000,x,y
,8004,0,0,0,0,0,0,0,0,0,0,-8.7513504,41.9159012
,8005,0,0,0,0,0,0,0,0,0,0,-7.7401199,40.4234009
,8006,0,0,0,0,0,0,0,0,0,0,-8.5529299,40.3413010
,8007,0,0,0,0,0,1,0,0,0,0,-7.5372701,38.3031998
,8008,0,0,0,0,0,0,0,0,0,0,-8.0759497,38.0387993
,8009,0,0,0,0,0,0,0,0,0,0,-7.1571002,38.8574982
,8010,0,0,0,0,0,0,0,0,0,0,-7.6687102,38.3353004
,8011,0,0,0,0,0,0,0,0,0,0,-8.9666100,38.7643013
,8012,0,0,0,0,0,0,0,0,0,0,-7.9881201,38.7051010
,8013,0,0,0,0,0,0,0,0,0,0,-7.5657501,39.1228981
,8014,0,0,0,0,0,0,0,0,0,0,-8.3626003,40.7616005
,8015,0,0,0,0,0,0,0,0,0,0,-8.2996397,40.3195992
,8016,0,0,0,0,1,0,0,0,0,0,-8.4869003,39.8292999
,8017,0,0,0,0,0,0,0,0,0,0,-7.8439598,38.3364983
,8018,0,0,0,0,0,0,0,0,0,0,-7.7297902,41.7412987
,8019,0,0,0,0,0,0,0,0,0,0,-7.8256202,41.5871010
,8020,0,0,1,0,0,0,0,0,0,0,-8.6864595,41.8716011
,8021,0,0,0,0,0,0,0,0,0,0,-8.4216700,37.7771988
,8022,0,0,0,0,0,0,0,0,0,0,-7.7839198,41.5926018
,8023,0,0,0,0,0,0,0,0,0,0,-7.8904700,39.5393982
,8024,0,0,0,0,0,0,0,0,0,0,-7.5456800,37.5761986
,8025,0,0,0,0,0,0,0,0,0,0,-8.6548100,37.8045006
,8026,0,0,0,0,0,0,0,0,0,0,-9.2912998,38.8777008
,8027,0,0,0,0,0,0,0,0,0,0,-8.0726299,40.4219017
,8028,0,0,0,0,0,0,0,0,0,0,-7.8040700,38.5051003
,8029,0,0,0,0,0,0,0,0,0,0,-9.2399998,39.0922012
,8030,0,0,0,0,0,0,0,0,0,0,-8.7444401,39.0946007
,8031,0,0,0,0,0,0,0,0,0,0,-7.9116802,41.6321983
,8032,0,0,0,0,0,0,0,0,0,0,-8.6320801,38.5816994
,8033,0,0,0,0,0,0,0,0,0,0,-7.9612999,41.0303001
,8034,0,0,0,0,0,0,0,0,0,0,-8.6422300,40.3908005
,8035,0,0,0,0,0,0,0,0,0,0,-8.2159595,40.4701004
,8036,0,0,0,0,0,0,0,0,0,0,-7.7680898,37.6609001
,8037,0,0,0,0,1,0,0,0,0,0,-7.9435802,41.2148018
,8038,0,0,0,0,0,0,0,0,0,0,-8.1398697,37.3664017
,8039,0,0,0,0,0,0,0,0,0,0,-8.1333199,40.1552010
,8040,0,0,0,0,0,0,0,0,0,0,-6.9700499,40.8348999
,8041,0,0,0,0,0,0,0,0,1,0,-6.9679799,41.7454987
,8042,0,0,0,0,0,0,0,0,0,0,-8.0959396,41.3115005
,8043,0,0,0,0,0,0,0,0,0,0,-7.4695501,37.4476013
,8044,0,0,0,0,0,0,0,0,0,0,-8.7947302,40.1301994
,8045,0,0,0,0,0,0,0,0,0,0,-7.2932901,38.0036011
,8046,0,0,0,0,0,0,0,0,0,0,-7.1636600,38.2267990
,8047,0,0,0,0,0,0,0,0,0,0,-8.4722004,39.1088982
,8048,0,0,0,0,0,0,0,0,0,0,-8.4352999,37.5466995
,8049,0,0,0,0,0,0,0,0,0,0,-9.2745304,39.1839981
,8050,0,0,0,0,0,0,0,0,0,0,-9.2416697,38.9966011
,8051,0,0,0,0,0,0,0,0,0,0,-8.7103300,39.6697998
,8052,0,0,0,0,0,0,0,0,0,0,-7.3926401,39.9408989
,8053,0,0,0,0,0,0,0,0,0,0,-7.0690799,41.5032005
,8054,0,0,0,0,0,0,1,0,0,0,-8.5091400,39.8223991
,8055,0,0,0,0,0,0,0,0,0,0,-7.0513401,40.4603004
,8056,0,0,0,0,0,0,0,0,0,0,-7.4310298,38.7977982
,8057,0,0,0,0,0,0,0,0,0,0,-6.8485799,41.4412994
,8058,0,0,0,0,0,0,0,0,0,0,-8.0690804,38.7022018
,8059,0,0,0,0,0,0,0,0,0,0,-8.5781803,37.8241005
,8060,0,0,0,0,0,0,0,0,0,0,-7.4539499,40.4550018
,8061,0,0,0,0,0,0,0,0,0,0,-8.7433701,38.5592995
,8062,0,0,0,0,0,0,0,0,0,0,-7.1377301,39.7831001
,8063,0,0,0,0,0,0,0,0,0,0,-8.3669205,38.0214996
,8064,0,0,0,0,0,0,0,0,0,0,-7.4114299,39.9314995
,8065,0,0,0,0,0,0,0,0,0,0,-8.4388399,38.1416016
,8066,0,0,0,0,0,0,0,0,0,0,-7.6187401,41.1257019
,8067,0,0,0,0,0,0,0,0,0,0,-7.5344400,38.8590012
,8068,0,0,0,0,0,0,0,0,0,0,-7.3891902,40.4388008
,8069,0,0,0,0,0,0,0,0,0,0,-8.3963900,38.2330017
,8070,0,0,0,0,0,0,0,0,0,0,-8.7782402,40.2033005
,8071,0,0,0,0,0,0,0,0,0,0,-7.8237300,40.8833008
,8072,0,0,0,0,0,0,0,0,0,0,-7.5950298,38.9305992
,8073,0,0,0,0,0,0,0,0,0,0,-6.5381398,41.6573982
,8074,0,0,0,0,0,0,0,0,0,0,-6.8867798,40.8995018
,8075,0,0,0,0,0,0,0,0,0,0,-7.8519902,41.4390984
,8076,0,0,0,0,0,0,0,0,0,0,-8.1557503,38.6417007
,8077,0,0,0,0,0,0,0,0,0,0,-8.5588799,41.0335999
,8078,0,0,0,0,0,0,0,0,0,0,-7.9392800,41.3984985
,8079,0,0,0,0,0,0,0,0,0,0,-7.8603902,40.1682014
,8080,0,0,0,0,0,0,0,0,0,0,-7.6846499,38.2102013
,8081,0,0,0,0,0,0,0,0,0,0,-8.8858805,39.7410011
,8082,0,0,0,0,0,0,0,0,0,0,-7.9661999,40.0620995
,8083,0,0,0,0,0,0,0,0,1,0,-6.8511000,41.1856995
,8084,0,0,0,1,0,0,0,0,1,1,-6.9603200,40.7434998
,8085,0,0,0,0,0,0,0,0,0,0,-7.5594702,38.5275002
,8086,0,0,0,0,0,0,0,0,0,0,-7.8577700,37.0130005
,8087,0,0,0,0,0,0,0,0,0,0,-7.6754799,37.6528015
,8088,0,0,0,0,0,0,0,0,0,0,-8.9045401,39.8643990
,8089,0,0,0,0,0,0,0,0,0,0,-7.8252101,41.3456001
,8090,0,0,0,0,0,0,0,0,0,0,-7.0499401,39.7695999
,8091,0,0,0,0,0,0,0,0,0,0,-6.7063799,41.6654015
,8092,0,0,0,0,0,0,0,0,0,0,-7.1745300,41.5281982
,8093,0,0,0,0,0,0,0,0,0,0,-7.8909101,40.9798012
,8094,0,0,0,0,0,0,0,0,0,0,-7.7602601,41.8325996
,8095,0,0,0,0,0,0,0,0,0,0,-7.8164301,38.0838013
,8096,0,0,0,0,0,0,0,0,0,0,-9.0750504,38.5127983
,8097,0,0,0,0,0,0,0,0,0,0,-7.0283298,39.7458992
,8098,0,0,0,0,0,0,0,0,0,0,-8.3109303,39.7015991
,8099,0,0,0,0,0,0,0,0,0,0,-8.4978104,40.1856003
,8100,0,0,0,0,0,0,0,0,0,0,-8.2314501,38.7831993
,8101,0,0,0,0,0,0,0,0,0,0,-8.5403900,40.2714005
,8102,0,0,0,0,0,0,0,0,0,0,-8.8262396,39.2991982
,8103,0,0,0,0,0,0,0,0,0,0,-8.9028101,38.7877007
,8104,0,0,0,0,0,0,0,0,0,0,-8.5549803,40.6346016
,8105,0,0,0,0,0,0,0,0,0,0,-7.4514499,41.1268997
,8106,0,0,0,0,0,0,0,0,0,0,-8.6652803,41.1669998
,8107,0,0,0,0,0,0,0,0,0,0,-8.3339996,40.1491013
,8108,0,0,0,0,0,0,0,0,0,0,-8.9968300,38.6236992
,8109,0,0,0,0,0,0,0,0,0,0,-9.0087099,39.6941986
,8110,0,0,0,0,0,0,0,0,0,0,-8.5986500,38.2011986
,8111,0,0,0,0,0,0,0,0,0,0,-8.3770704,37.1903992
,8112,0,0,0,0,0,0,0,0,0,0,-8.5804501,37.4048004
,8113,1,0,0,0,0,0,0,0,0,1,-7.6855202,40.2333984
,8114,0,0,0,0,0,0,0,0,0,0,-8.3099804,40.3947983
,8115,0,0,0,0,0,0,0,0,0,0,-8.2499905,38.8045998
,8116,0,0,0,0,0,0,0,0,0,0,-8.7897196,37.9165993
,8117,0,0,0,0,0,0,0,0,0,1,-7.7780800,40.0993996
,8118,0,0,0,0,0,0,0,0,0,0,-8.8623505,39.0405998
,8119,0,0,0,0,0,0,0,0,0,0,-7.4476900,40.8382988
,8120,0,0,0,0,0,0,0,0,0,0,-7.8010101,40.3185997
,8121,0,0,0,0,0,0,0,0,0,0,-7.4888101,37.7463989
,8122,0,0,0,0,0,0,0,0,0,0,-7.9995499,37.7839012
,8123,0,0,0,0,0,0,0,0,0,0,-8.2742500,37.1231003
,8124,0,0,0,0,0,0,0,0,0,0,-7.1926298,40.0573997
,8125,0,0,0,0,0,0,0,0,0,0,-8.5991802,40.5522995
,8126,0,0,0,0,0,0,0,0,0,0,-7.1852298,41.3227005
,8127,0,0,0,0,0,0,0,0,0,0,-7.3483300,40.5070992
,8128,0,0,0,0,0,0,0,0,0,0,-8.4682598,39.1305008
,8129,0,0,0,0,0,0,0,0,0,0,-8.9844503,39.0434990
,8130,0,0,0,0,0,0,0,0,0,0,-7.6724901,38.9855003
,8131,0,0,0,0,0,0,0,0,0,0,-8.3818598,39.9087982
,8132,0,0,0,0,0,0,0,0,0,0,-8.6602001,39.2700996
,8133,0,0,0,0,0,0,0,0,0,0,-7.6427102,41.3502998
,8134,0,0,0,0,0,0,0,0,0,0,-8.3769102,40.8128014
,8135,1,0,0,0,0,0,0,0,0,0,-7.4173799,40.1273003
,8136,0,0,0,0,0,0,0,0,0,0,-7.7664700,37.1458015
,8137,0,0,0,0,0,0,0,0,0,0,-7.5069299,37.1713982
,8138,0,0,0,0,0,0,0,0,0,0,-8.1104498,38.2271004
,8139,0,0,0,0,0,0,0,0,0,0,-8.7598801,37.1726990
,8140,0,0,0,0,0,0,0,0,0,0,-8.2958202,38.5493011
,8141,0,0,0,0,0,0,0,0,0,0,-7.9879899,41.8144989
,8142,0,0,0,0,0,0,0,0,0,0,-8.8290005,39.9005013
,8143,0,0,0,0,0,0,0,0,0,0,-7.7783799,41.8045998
,8144,0,0,0,0,0,0,0,0,0,0,-8.1490698,39.0456009
,8145,0,0,0,0,0,0,0,0,0,0,-8.9397898,38.7699013
,8146,0,0,0,0,0,0,0,0,0,0,-7.7616401,39.3081017
,8147,0,0,0,0,0,0,0,0,0,0,-7.5313301,41.6411018
,8148,0,0,0,0,0,0,0,0,1,0,-6.8744998,40.6348000
,8149,0,0,0,0,0,0,0,0,0,0,-8.1187201,38.3679008
,8150,0,0,0,0,0,0,0,0,0,0,-7.5545602,37.7435989
,8151,0,0,0,0,0,0,0,0,0,0,-7.5901098,40.4295998
,8152,0,0,0,0,0,1,0,0,0,0,-8.4578600,39.1525002
,8153,0,0,0,0,0,0,0,0,0,0,-7.4587002,38.1781998
,8154,0,0,0,0,0,0,0,0,0,1,-7.1846600,41.9664993
,8155,0,0,0,0,0,0,0,0,0,0,-8.3093700,38.3250999
,8156,0,0,0,0,0,0,0,0,0,0,-7.9209399,37.6099014
,8157,0,0,0,0,0,0,0,0,0,0,-7.5980902,37.2765007
,8158,0,0,0,0,0,0,0,0,0,0,-7.0493302,39.8254013
,8159,0,0,0,0,0,0,0,0,0,0,-8.6050396,40.4813004
,8160,0,0,0,0,0,0,0,0,0,0,-7.5636001,40.3176994
,8161,0,0,0,0,0,1,0,0,0,0,-7.8461699,40.7583008
,8162,0,0,0,0,0,0,0,0,0,0,-8.8767500,38.7728004
,8163,0,0,0,0,0,0,0,0,0,0,-7.9907699,41.1043015
,8164,0,0,0,0,0,0,0,0,0,0,-8.3969603,37.1889992
,8165,0,0,0,0,0,0,0,0,0,0,-7.8467202,37.6381989
,8166,0,0,0,0,0,0,0,0,0,0,-8.4086399,39.8828011
,8167,0,0,0,0,0,0,0,0,0,0,-8.7607403,37.2095985
,8168,0,0,0,0,0,0,0,0,0,0,-8.3141499,42.0997009
,8169,0,0,0,0,0,0,0,0,0,0,-7.7691798,38.4043999
,8170,0,0,0,0,0,0,0,0,0,0,-8.2714701,41.2631989
,8171,0,0,0,0,0,0,0,0,0,0,-7.8926702,37.7252007
,8172,0,0,0,0,0,0,0,0,0,0,-9.3843603,38.9261017
,8173,0,0,0,0,0,0,0,0,0,0,-8.3711901,41.8800011
,8174,0,0,0,0,0,0,0,0,0,0,-8.3823500,39.8423996
,8175,0,0,0,0,0,0,0,0,0,0,-7.6575899,40.2621002
,8176,0,0,0,0,0,0,0,0,0,0,-8.6693602,41.3974991
,8177,0,0,0,0,0,0,0,0,0,0,-8.3139200,39.3485985
,8178,0,0,0,0,0,0,0,0,0,0,-8.1988401,40.4715996
,8179,1,0,0,0,0,0,0,0,0,0,-7.8490000,39.5965996
,8180,0,0,0,0,0,0,0,0,0,0,-8.6124802,41.4014015
,8181,0,0,0,0,0,0,0,0,0,0,-8.0344200,41.7877998
,8182,0,0,0,0,0,0,0,0,0,0,-7.7848902,40.8244019
,8183,0,0,0,0,0,0,0,0,0,0,-8.3037100,41.0600014
,8184,0,0,0,0,0,0,0,0,0,0,-7.8602300,41.0283012
,8185,0,0,0,0,0,0,0,0,0,0,-6.9858298,40.5900002
,8186,0,0,0,0,0,0,0,0,0,0,-8.2623997,37.5049019
,8187,0,0,0,0,0,0,0,0,0,0,-8.0431404,39.2787018
,8188,0,0,0,0,0,0,0,0,0,0,-7.5864801,38.5197983
,8189,0,0,0,0,0,0,0,0,0,0,-7.9417601,39.4519005
,8190,0,0,0,0,0,0,0,0,0,0,-6.6118202,41.4476013
,8191,0,0,0,0,0,0,0,0,0,0,-8.7597904,37.2408981
,8192,0,0,0,0,0,0,0,0,0,0,-7.2058301,40.7831001
,8193,0,0,0,0,0,0,0,0,0,0,-7.8831401,40.7611008
,8194,0,0,0,0,0,0,0,0,0,0,-8.7299404,40.1492004
,8195,0,0,0,0,0,0,0,0,0,0,-8.5662603,40.6758995
,8196,0,0,0,0,0,0,0,0,0,1,-7.5225701,40.2570000
,8197,0,0,0,0,0,0,0,0,0,0,-8.5050898,37.8130989
,8198,0,0,0,0,0,0,0,0,0,0,-7.4649301,40.4287987
,8199,0,0,0,0,0,0,0,0,0,0,-7.3594599,40.2551994
,8200,0,0,0,0,0,0,0,0,0,0,-8.7793999,38.5423012
,8201,0,0,0,0,0,0,0,0,0,0,-8.5540400,38.4090004
,8202,0,0,0,0,0,0,0,0,0,0,-6.6430302,41.6433983
,8203,0,0,0,0,0,0,0,0,0,0,-6.5769601,41.4551010
,8204,0,0,0,0,0,0,0,0,0,0,-8.5674801,39.0705986
,8205,0,0,0,0,0,0,0,0,0,0,-8.1242504,40.3651009
,8206,0,0,0,0,0,0,0,0,0,0,-8.4760704,38.7946014
,8207,0,0,0,0,0,0,0,0,0,0,-6.8872299,41.7246017
,8208,0,0,0,0,0,0,0,0,0,0,-7.0077600,41.1309013
,8209,0,0,0,0,0,0,0,0,0,0,-6.8077102,41.2957001
,8210,0,0,0,0,0,0,0,0,0,0,-7.9959002,38.9561005
,8211,0,0,0,0,0,0,0,0,0,0,-8.2243099,42.0377998
,8212,0,0,0,0,0,0,0,0,0,0,-7.6958699,37.2951012
,8213,0,0,0,0,0,0,0,0,0,0,-8.5092001,38.7170982
,8214,1,0,0,0,0,0,0,0,0,0,-7.8454800,37.3055000
,8215,0,0,0,0,0,0,0,0,0,0,-8.3032398,39.2252998
,8216,0,0,0,0,0,0,0,0,0,0,-7.4216399,38.5737000
,8217,0,0,0,0,0,0,0,0,0,0,-8.3434496,37.3670998
,8218,0,0,0,0,0,0,0,0,0,0,-8.9941597,39.4930992
,8219,0,0,0,0,0,0,0,0,0,0,-7.6121998,39.3586006
,8220,0,0,0,0,0,0,0,0,0,0,-7.6810498,37.9137001
,8221,0,0,0,0,0,0,0,0,0,0,-7.8579001,37.9222984
,8222,0,0,0,0,0,0,0,0,0,0,-7.7884898,37.8428001
,8223,0,1,0,0,0,0,0,0,0,0,-6.7017798,41.6200981
,8224,0,0,0,0,0,0,0,0,0,0,-7.0636301,40.9202995
,8225,0,0,0,0,0,0,0,0,0,0,-7.4874201,38.4500008
,8226,0,0,0,0,0,0,0,0,0,0,-8.2850800,37.8166008
,8227,0,0,0,0,0,0,0,0,0,0,-7.3586202,39.1227989
,8228,0,0,0,0,0,0,0,0,0,0,-7.8086200,37.6156006
,8229,0,0,0,0,0,0,0,0,0,0,-8.6664000,41.7331009
,8230,0,0,0,0,0,0,0,0,0,0,-6.4059601,41.4831009
,8231,0,0,0,0,0,1,0,0,0,0,-8.3243799,41.8297005
,8232,0,0,0,0,0,0,0,0,0,0,-7.7305102,41.4976997
,8233,0,0,0,0,0,0,0,0,0,0,-7.6086898,39.3238983
,8234,0,0,0,0,0,0,0,0,0,0,-8.7251797,40.2643013
,8235,0,0,0,0,0,0,0,0,0,0,-6.7011600,41.8982010
,8236,0,0,0,0,0,0,0,0,0,0,-9.3506603,38.7787018
,8237,0,0,0,0,0,0,0,0,0,0,-6.4817400,41.5360985
,8238,0,0,0,0,0,0,0,0,0,0,-7.5288601,37.2999992
,8239,0,0,0,0,0,0,0,0,0,0,-9.3609695,38.8298988
,8240,0,0,0,0,0,0,0,0,0,0,-8.0113697,37.4858017
,8241,0,0,0,0,0,0,0,0,0,0,-8.9084396,38.6428986
,8242,0,0,0,0,0,0,0,0,0,0,-7.4700098,41.2248001
,8243,0,0,0,0,0,0,0,0,0,0,-7.2976999,40.9575996
,8244,0,0,0,0,0,0,0,0,0,0,-6.6061602,41.7602997
,8245,0,0,0,0,0,0,0,0,0,0,-7.6526899,37.2991982
,8246,0,0,0,0,0,0,0,0,0,0,-8.2034397,39.7038002
,8247,0,0,0,0,0,0,0,0,0,0,-7.6867499,40.4654999
,8248,0,0,0,0,0,0,0,0,0,0,-7.2823801,41.4247017
,8249,0,0,0,0,0,0,0,0,0,0,-9.1562300,39.1069984
,8250,0,0,0,0,0,0,0,0,0,0,-9.1179705,39.2075005
,8251,0,0,0,0,0,0,0,0,0,0,-8.4561300,41.3232994
,8252,0,0,0,0,0,0,0,0,0,0,-7.2969999,38.5980988
,8253,0,0,0,0,0,0,0,0,0,0,-7.5099502,38.6026993
,8254,0,0,0,0,0,0,0,0,0,0,-8.6754303,38.1459999
,8255,0,0,0,0,0,0,0,0,0,0,-8.7817202,38.6926003
,8256,0,0,0,0,0,0,0,0,0,0,-8.8950195,37.0906982
,8257,0,0,0,0,0,0,0,0,0,0,-7.7797298,39.6123009
,8258,0,0,0,0,0,0,0,0,0,0,-7.4435902,41.4062996
,8259,0,0,0,0,0,0,0,0,0,0,-7.4763198,41.6300011
,8260,0,0,0,0,0,0,0,0,0,0,-8.3893499,38.9362984
,8261,0,0,0,0,0,0,0,0,0,0,-7.7712402,38.3130989
,8262,0,0,0,0,1,1,0,0,0,0,-7.6493802,41.3885002
,8263,0,0,0,0,0,0,0,0,0,0,-7.2667298,40.5643997
,8264,0,0,0,0,0,0,0,0,0,0,-9.3143797,39.3583984
,8265,0,0,0,0,0,0,0,0,0,0,-7.2052798,40.1003990
,8266,0,0,0,0,0,1,0,0,0,0,-7.7035298,39.7204018
,8267,0,0,0,0,0,0,0,0,0,0,-7.0320001,41.1370010
,8268,0,0,0,0,0,0,0,0,0,0,-8.4777098,39.1912994
,8269,0,0,0,0,0,0,0,0,0,0,-8.2309303,38.6851006
,8270,0,0,0,0,0,0,0,0,0,0,-7.5682802,39.4631996
,8271,0,0,0,0,0,0,0,0,0,0,-7.4041500,39.0014992
,8272,0,0,0,0,0,0,0,0,0,0,-8.5174704,39.3802986
,8273,0,0,0,0,0,0,0,0,0,0,-7.2017398,41.5868988
,8274,0,0,0,0,0,0,0,0,0,0,-8.9278097,39.1836014
,8275,0,0,0,0,0,1,0,0,0,0,-7.0522299,41.7415009
,8276,0,0,0,0,0,0,0,0,0,0,-7.8122501,41.6487999
,8277,0,0,0,0,0,0,0,0,0,0,-7.9125400,39.9329987
,8278,0,0,0,0,1,0,0,0,0,0,-7.7748799,40.4385986
,8279,0,0,0,0,0,0,0,0,0,0,-8.7148399,40.6069984
,8280,0,0,0,0,0,0,0,0,0,0,-9.1638603,38.5987015
,8281,0,0,0,0,0,0,0,0,0,0,-6.9783902,41.7014008
,8282,0,0,0,0,0,0,0,0,0,0,-8.0930595,41.7929993
,8283,0,0,0,0,0,0,0,0,0,0,-7.8012300,40.9556999
,8284,0,0,0,0,0,0,0,0,0,0,-8.6985302,38.1058998
,8285,0,0,0,0,0,0,0,0,0,0,-7.5526700,39.5157013
,8286,0,0,0,0,0,0,0,0,0,0,-9.2745705,39.2495995
,8287,0,0,0,0,0,0,0,0,0,0,-7.7375698,37.1810989
,8288,0,0,0,0,0,0,0,0,0,0,-7.5897198,37.3950996
,8289,0,0,0,0,0,0,0,0,0,0,-7.9529700,37.9650002
,8290,0,0,0,0,0,0,0,0,0,0,-8.6660299,41.1228981
,8291,0,0,0,0,0,0,0,0,0,0,-6.9126101,40.6967010
,8292,0,0,0,0,0,0,0,0,0,0,-8.3759899,39.4297981
,8293,0,0,0,0,0,0,0,0,0,0,-8.1143198,37.5466003
,8294,0,0,0,0,0,0,0,0,0,0,-7.1150098,41.1857986
,8295,0,0,0,0,0,0,0,0,0,0,-8.7194405,39.6701012
,8296,0,0,0,0,0,0,0,0,0,0,-8.6006298,39.1172981
,8297,0,0,0,0,0,0,0,0,0,0,-8.3192701,37.3384018
,8298,0,0,0,0,0,0,0,0,0,0,-7.5848598,38.5289993
,8299,0,0,0,0,0,0,0,0,0,0,-8.4730797,37.4659004
,8300,0,0,0,0,0,0,0,0,0,0,-7.4263701,39.4948006
,8301,0,0,0,0,0,0,0,0,0,0,-8.7762499,39.2519989
,8302,0,0,0,0,0,0,0,0,0,0,-9.1701803,38.6456985
,8303,0,0,0,0,0,0,0,0,0,0,-8.0633602,40.7883987
,8304,0,0,0,0,0,0,0,0,0,0,-8.9022102,38.7443008
,8305,0,0,0,0,0,0,0,0,0,0,-8.2866001,37.8750992
,8306,0,0,0,0,0,0,0,0,0,0,-8.6117802,37.7779007
,8307,0,0,0,0,0,0,0,0,0,0,-8.3183203,40.8097992
,8308,0,0,0,0,0,0,0,0,0,0,-8.0309601,41.1156006
,8309,0,0,0,0,0,0,0,0,0,0,-8.7877598,41.6169014
,8310,0,0,0,0,0,0,0,0,0,0,-8.0985804,39.5055008
,8311,0,0,0,0,0,0,0,0,0,0,-8.6178198,38.4840012
,8312,0,0,0,0,0,0,0,0,0,0,-6.6743398,41.2448006
,8313,0,0,0,0,0,0,0,0,0,0,-7.3797302,39.9616013
,8314,0,0,0,0,0,0,0,0,0,0,-7.5695100,41.0024986
,8315,0,0,0,0,0,0,0,0,0,0,-8.3621302,42.0709991
,8316,0,0,0,0,0,0,0,0,0,0,-8.7173796,40.4725990
,8317,0,0,0,0,0,0,0,0,0,0,-9.1554899,38.4907990
,8318,0,0,0,0,0,0,0,0,0,0,-8.3718500,41.8367996
,8319,0,0,0,0,0,0,0,0,0,0,-7.2787399,38.3866997
,8320,0,0,0,0,0,0,0,0,0,0,-7.9741302,38.9034004
,8321,0,0,0,0,0,0,0,0,0,0,-8.6538696,37.7821007
,8322,0,0,0,0,0,0,0,0,0,0,-8.1864595,39.7607994
,8323,0,0,0,0,0,0,0,0,0,0,-7.0889401,39.8619003
,8324,0,0,0,0,0,0,0,0,0,0,-9.0560303,39.6320000
,8325,0,0,0,0,0,0,0,0,0,0,-8.4820700,37.2741013
,8326,0,0,0,0,0,1,0,0,0,0,-6.8313298,41.9219017
,8327,0,0,0,0,0,0,0,0,0,0,-8.2909498,39.3735008
,8328,0,0,0,0,0,0,0,0,0,0,-8.6830797,38.0399017
,8329,0,0,0,0,0,0,0,0,0,0,-7.3617902,38.5755997
,8330,0,0,0,0,0,0,0,0,0,0,-7.3224401,39.9600983
,8331,0,0,0,0,0,0,0,0,0,0,-6.7866998,41.3591003
,8332,0,0,0,0,0,0,0,0,0,0,-8.2521400,37.2313995
,8333,0,0,0,0,0,0,0,0,0,0,-8.5651503,38.9229012
,8334,0,0,0,0,0,0,0,0,0,0,-7.6375599,40.8377991
,8335,0,0,0,0,0,0,0,0,0,0,-7.5218601,37.5592003
,8336,0,0,0,0,0,0,0,0,0,0,-7.4859300,38.9902000
,8337,0,0,0,0,0,0,0,0,0,0,-8.1668196,37.6687012
,8338,0,0,0,0,0,0,0,0,0,0,-8.8996601,39.5849991
,8339,0,0,0,0,0,0,0,0,0,0,-6.3389602,41.6119003
,8340,0,0,0,0,0,0,0,0,0,1,-6.8050499,41.2439003
,8341,0,0,0,0,0,0,0,0,0,0,-8.0274200,41.3305016
,8342,0,0,0,0,0,0,0,0,0,0,-8.2612801,41.3250999
,8343,0,0,0,0,0,0,0,0,0,0,-7.2710800,40.8590012
,8344,0,0,0,0,0,0,0,0,0,0,-7.0470500,41.3806000
,8345,0,0,0,0,0,0,0,0,0,0,-7.4441600,39.4019012
,8346,0,0,0,0,0,0,0,0,0,0,-7.8301401,40.6068001
,8347,0,0,0,0,0,0,0,0,0,0,-8.4757500,38.8904991
,8348,0,0,0,0,0,0,0,0,0,0,-9.1306105,38.6269989
,8349,0,0,0,0,0,0,0,0,0,0,-8.5848398,37.2055016
,8350,1,0,0,0,0,0,0,0,0,0,-8.1417398,39.9695015
,8351,0,0,0,0,0,0,0,0,0,0,-7.5259900,40.9361000
,8352,0,0,0,0,0,0,0,0,0,0,-8.5003405,40.3035011
,8353,0,0,0,0,0,0,0,0,0,0,-9.2306499,38.8259010
,8354,0,0,0,0,0,0,0,0,0,0,-8.7604198,39.7266998
,8355,0,0,0,0,0,0,0,0,0,0,-8.1803303,38.6035004
,8356,1,0,0,0,0,0,0,0,0,0,-8.3347502,39.6781998
,8357,0,0,0,0,0,0,0,0,0,0,-7.9661002,37.9725990
,8358,0,0,0,0,0,0,0,0,0,0,-7.6311798,40.8907013
,8359,0,0,0,0,0,0,0,0,0,0,-8.1790895,40.0856018
,8360,0,0,0,0,0,0,0,0,0,0,-7.0317302,40.4212990
,8361,0,0,0,0,0,0,0,0,0,0,-7.9228702,39.6515007
,8362,0,0,0,0,0,0,0,0,0,0,-8.7812796,38.5775986
,8363,0,0,0,0,0,0,0,0,0,0,-8.1613503,41.5899010
,8364,0,0,0,0,0,0,0,0,0,0,-8.7321196,40.2918015
,8365,0,0,0,0,0,0,0,0,0,0,-7.9139800,37.8813019
,8366,0,0,0,0,0,0,0,0,0,0,-7.2426400,41.4007988
,8367,0,0,0,0,0,0,0,0,0,0,-8.2470102,39.7789993
,8368,0,0,0,0,0,0,0,0,0,0,-8.2949600,41.2286987
,8369,0,0,1,0,0,0,0,0,0,0,-7.4970398,41.8061981
,8370,0,0,0,0,0,0,0,0,0,0,-8.2546301,38.9329987
,8371,0,0,0,0,0,0,0,0,0,0,-7.1061702,41.6531982
,8372,0,0,0,0,0,0,0,0,0,0,-8.0927896,41.2309990
,8373,0,0,0,0,0,0,0,0,0,0,-7.8780799,39.2489014
,8374,0,0,0,0,0,0,0,0,0,0,-8.8665199,39.2456017
,8375,0,0,0,0,0,0,0,0,0,0,-7.9151902,41.0926018
,8376,0,0,0,0,0,0,0,0,0,0,-7.6505399,39.8288994
,8377,0,0,0,0,0,0,0,0,0,0,-7.4125500,38.0992012
,8378,0,0,0,0,0,0,0,0,0,0,-9.0888395,39.1987000
,8379,0,0,0,0,0,0,0,0,0,0,-8.7033796,37.7806015
