"caseId","docketId","caseIssuesId","voteId","dateDecision","decisionType","usCite","sctCite","ledCite","lexisCite","term","naturalCourt","chief","docket","caseName","dateArgument","dateRearg","petitioner","petitionerState","respondent","respondentState","jurisdiction","adminAction","adminActionState","threeJudgeFdc","caseOrigin","caseOriginState","caseSource","caseSourceState","lcDisagreement","certReason","lcDisposition","lcDispositionDirection","declarationUncon","caseDisposition","caseDispositionUnusual","partyWinning","precedentAlteration","voteUnclear","issue","issueArea","decisionDirection","decisionDirectionDissent","authorityDecision1","authorityDecision2","lawType","lawSupp","lawMinor","majOpinWriter","majOpinAssigner","splitVote","majVotes","minVotes","justice","justiceName","vote","opinion","direction","majority","firstAgreement","secondAgreement"
"1803-009","1803-009-01","1803-009-01-01","1803-009-01-01-01-03",2/26/1803,6,"5 U.S. 282",,"2 L. Ed. 109","1803 U.S. LEXIS 360",1803,401,"Marshall",,"THOMPSON v. JAMESON",2/23/1803,,163,,135,,13,,,0,440,,440,,0,1,,1,1,3,0,1,0,0,20100,2,2,0,7,4,8,800,"NULL",,14,1,6,0,8,"WPaterson",1,1,2,2,,
"1803-009","1803-009-01","1803-009-01-01","1803-009-01-01-01-04",2/26/1803,6,"5 U.S. 282",,"2 L. Ed. 109","1803 U.S. LEXIS 360",1803,401,"Marshall",,"THOMPSON v. JAMESON",2/23/1803,,163,,135,,13,,,0,440,,440,,0,1,,1,1,3,0,1,0,0,20100,2,2,0,7,4,8,800,"NULL",,14,1,6,0,10,"SChase",1,1,2,2,,
"1803-009","1803-009-01","1803-009-01-01","1803-009-01-01-01-05",2/26/1803,6,"5 U.S. 282",,"2 L. Ed. 109","1803 U.S. LEXIS 360",1803,401,"Marshall",,"THOMPSON v. JAMESON",2/23/1803,,163,,135,,13,,,0,440,,440,,0,1,,1,1,3,0,1,0,0,20100,2,2,0,7,4,8,800,"NULL",,14,1,6,0,12,"BWashington",1,1,2,2,,
"1803-009","1803-009-01","1803-009-01-01","1803-009-01-01-01-06",2/26/1803,6,"5 U.S. 282",,"2 L. Ed. 109","1803 U.S. LEXIS 360",1803,401,"Marshall",,"THOMPSON v. JAMESON",2/23/1803,,163,,135,,13,,,0,440,,440,,0,1,,1,1,3,0,1,0,0,20100,2,2,0,7,4,8,800,"NULL",,14,1,6,0,13,"AMoore",1,1,2,2,,
"1803-010","1803-010-01","1803-010-01-01","1803-010-01-01-01-01",2/26/1803,1,"5 U.S. 290",,"2 L. Ed. 112","1803 U.S. LEXIS 361",1803,401,"Marshall",,"MANDEVILLE AND JAMESON v. JOSEPH RIDDLE AND CO",2/23/1803,,163,,135,,13,,,0,440,,440,,0,1,,3,1,3,0,1,0,0,140030,14,3,0,4,,8,800,"NULL",14,14,1,6,0,14,"JMarshall",1,2,,2,,
"1803-010","1803-010-01","1803-010-01-01","1803-010-01-01-01-02",2/26/1803,1,"5 U.S. 290",,"2 L. Ed. 112","1803 U.S. LEXIS 361",1803,401,"Marshall",,"MANDEVILLE AND JAMESON v. JOSEPH RIDDLE AND CO",2/23/1803,,163,,135,,13,,,0,440,,440,,0,1,,3,1,3,0,1,0,0,140030,14,3,0,4,,8,800,"NULL",14,14,1,6,0,3,"WCushing",1,1,,2,,
"1803-010","1803-010-01","1803-010-01-01","1803-010-01-01-01-03",2/26/1803,1,"5 U.S. 290",,"2 L. Ed. 112","1803 U.S. LEXIS 361",1803,401,"Marshall",,"MANDEVILLE AND JAMESON v. JOSEPH RIDDLE AND CO",2/23/1803,,163,,135,,13,,,0,440,,440,,0,1,,3,1,3,0,1,0,0,140030,14,3,0,4,,8,800,"NULL",14,14,1,6,0,8,"WPaterson",1,1,,2,,
"1803-010","1803-010-01","1803-010-01-01","1803-010-01-01-01-04",2/26/1803,1,"5 U.S. 290",,"2 L. Ed. 112","1803 U.S. LEXIS 361",1803,401,"Marshall",,"MANDEVILLE AND JAMESON v. JOSEPH RIDDLE AND CO",2/23/1803,,163,,135,,13,,,0,440,,440,,0,1,,3,1,3,0,1,0,0,140030,14,3,0,4,,8,800,"NULL",14,14,1,6,0,10,"SChase",1,1,,2,,
"1803-010","1803-010-01","1803-010-01-01","1803-010-01-01-01-05",2/26/1803,1,"5 U.S. 290",,"2 L. Ed. 112","1803 U.S. LEXIS 361",1803,401,"Marshall",,"MANDEVILLE AND JAMESON v. JOSEPH RIDDLE AND CO",2/23/1803,,163,,135,,13,,,0,440,,440,,0,1,,3,1,3,0,1,0,0,140030,14,3,0,4,,8,800,"NULL",14,14,1,6,0,12,"BWashington",1,1,,2,,
"1803-010","1803-010-01","1803-010-01-01","1803-010-01-01-01-06",2/26/1803,1,"5 U.S. 290",,"2 L. Ed. 112","1803 U.S. LEXIS 361",1803,401,"Marshall",,"MANDEVILLE AND JAMESON v. JOSEPH RIDDLE AND CO",2/23/1803,,163,,135,,13,,,0,440,,440,,0,1,,3,1,3,0,1,0,0,140030,14,3,0,4,,8,800,"NULL",14,14,1,6,0,13,"AMoore",1,1,,2,,
"1803-011","1803-011-01","1803-011-01-01","1803-011-01-01-01-01",2/17/1803,1,"5 U.S. 181",,"2 L. Ed. 74","1803 U.S. LEXIS 353",1803,401,"Marshall",,"BAILEY E. CLARK, v. ROBERT YOUNG, AND CO",2/10/1803,,138,,135,,13,,,0,440,,440,,0,1,,3,1,2,0,0,0,0,140030,14,3,0,7,4,6,600,,14,14,1,6,0,14,"JMarshall",1,2,,2,,
"1803-011","1803-011-01","1803-011-01-01","1803-011-01-01-01-02",2/17/1803,1,"5 U.S. 181",,"2 L. Ed. 74","1803 U.S. LEXIS 353",1803,401,"Marshall",,"BAILEY E. CLARK, v. ROBERT YOUNG, AND CO",2/10/1803,,138,,135,,13,,,0,440,,440,,0,1,,3,1,2,0,0,0,0,140030,14,3,0,7,4,6,600,,14,14,1,6,0,3,"WCushing",1,1,,2,,
"1803-011","1803-011-01","1803-011-01-01","1803-011-01-01-01-03",2/17/1803,1,"5 U.S. 181",,"2 L. Ed. 74","1803 U.S. LEXIS 353",1803,401,"Marshall",,"BAILEY E. CLARK, v. ROBERT YOUNG, AND CO",2/10/1803,,138,,135,,13,,,0,440,,440,,0,1,,3,1,2,0,0,0,0,140030,14,3,0,7,4,6,600,,14,14,1,6,0,8,"WPaterson",1,1,,2,,
"1803-011","1803-011-01","1803-011-01-01","1803-011-01-01-01-04",2/17/1803,1,"5 U.S. 181",,"2 L. Ed. 74","1803 U.S. LEXIS 353",1803,401,"Marshall",,"BAILEY E. CLARK, v. ROBERT YOUNG, AND CO",2/10/1803,,138,,135,,13,,,0,440,,440,,0,1,,3,1,2,0,0,0,0,140030,14,3,0,7,4,6,600,,14,14,1,6,0,10,"SChase",1,1,,2,,
"1803-011","1803-011-01","1803-011-01-01","1803-011-01-01-01-05",2/17/1803,1,"5 U.S. 181",,"2 L. Ed. 74","1803 U.S. LEXIS 353",1803,401,"Marshall",,"BAILEY E. CLARK, v. ROBERT YOUNG, AND CO",2/10/1803,,138,,135,,13,,,0,440,,440,,0,1,,3,1,2,0,0,0,0,140030,14,3,0,7,4,6,600,,14,14,1,6,0,12,"BWashington",1,1,,2,,
"1803-011","1803-011-01","1803-011-01-01","1803-011-01-01-01-06",2/17/1803,1,"5 U.S. 181",,"2 L. Ed. 74","1803 U.S. LEXIS 353",1803,401,"Marshall",,"BAILEY E. CLARK, v. ROBERT YOUNG, AND CO",2/10/1803,,138,,135,,13,,,0,440,,440,,0,1,,3,1,2,0,0,0,0,140030,14,3,0,7,4,6,600,,14,14,1,6,0,13,"AMoore",1,1,,2,,
"1803-012","1803-012-01","1803-012-01-01","1803-012-01-01-01-01",2/28/1803,1,"5 U.S. 309",,"2 L. Ed. 118","1803 U.S. LEXIS 363",1803,401,"Marshall",,"THOMAS HAMILTON v. JAMES RUSSELL",2/24/1803,,174,,135,,13,,,0,440,,440,,1,1,,3,1,2,0,0,0,0,140030,14,3,0,7,4,6,600,,14,14,1,6,0,14,"JMarshall",1,2,,2,,
"1803-012","1803-012-01","1803-012-01-01","1803-012-01-01-01-02",2/28/1803,1,"5 U.S. 309",,"2 L. Ed. 118","1803 U.S. LEXIS 363",1803,401,"Marshall",,"THOMAS HAMILTON v. JAMES RUSSELL",2/24/1803,,174,,135,,13,,,0,440,,440,,1,1,,3,1,2,0,0,0,0,140030,14,3,0,7,4,6,600,,14,14,1,6,0,3,"WCushing",1,1,,2,,
"1803-012","1803-012-01","1803-012-01-01","1803-012-01-01-01-03",2/28/1803,1,"5 U.S. 309",,"2 L. Ed. 118","1803 U.S. LEXIS 363",1803,401,"Marshall",,"THOMAS HAMILTON v. JAMES RUSSELL",2/24/1803,,174,,135,,13,,,0,440,,440,,1,1,,3,1,2,0,0,0,0,140030,14,3,0,7,4,6,600,,14,14,1,6,0,8,"WPaterson",1,1,,2,,
"1803-012","1803-012-01","1803-012-01-01","1803-012-01-01-01-04",2/28/1803,1,"5 U.S. 309",,"2 L. Ed. 118","1803 U.S. LEXIS 363",1803,401,"Marshall",,"THOMAS HAMILTON v. JAMES RUSSELL",2/24/1803,,174,,135,,13,,,0,440,,440,,1,1,,3,1,2,0,0,0,0,140030,14,3,0,7,4,6,600,,14,14,1,6,0,10,"SChase",1,1,,2,,
"1803-012","1803-012-01","1803-012-01-01","1803-012-01-01-01-05",2/28/1803,1,"5 U.S. 309",,"2 L. Ed. 118","1803 U.S. LEXIS 363",1803,401,"Marshall",,"THOMAS HAMILTON v. JAMES RUSSELL",2/24/1803,,174,,135,,13,,,0,440,,440,,1,1,,3,1,2,0,0,0,0,140030,14,3,0,7,4,6,600,,14,14,1,6,0,12,"BWashington",1,1,,2,,
"1803-012","1803-012-01","1803-012-01-01","1803-012-01-01-01-06",2/28/1803,1,"5 U.S. 309",,"2 L. Ed. 118","1803 U.S. LEXIS 363",1803,401,"Marshall",,"THOMAS HAMILTON v. JAMES RUSSELL",2/24/1803,,174,,135,,13,,,0,440,,440,,1,1,,3,1,2,0,0,0,0,140030,14,3,0,7,4,6,600,,14,14,1,6,0,13,"AMoore",1,1,,2,,
"1803-013","1803-013-01","1803-013-01-01","1803-013-01-01-01-01",2/28/1803,1,"5 U.S. 321",,"2 L. Ed. 122","1803 U.S. LEXIS 365",1803,401,"Marshall",,"HEPBURN AND DUNDAS v. COLIN AULD",2/25/1803,,174,,102,,13,,,0,440,,440,,0,1,,3,1,2,0,0,0,0,140030,14,3,0,7,4,6,600,,14,14,1,6,0,14,"JMarshall",1,2,,2,,
"1803-013","1803-013-01","1803-013-01-01","1803-013-01-01-01-02",2/28/1803,1,"5 U.S. 321",,"2 L. Ed. 122","1803 U.S. LEXIS 365",1803,401,"Marshall",,"HEPBURN AND DUNDAS v. COLIN AULD",2/25/1803,,174,,102,,13,,,0,440,,440,,0,1,,3,1,2,0,0,0,0,140030,14,3,0,7,4,6,600,,14,14,1,6,0,3,"WCushing",1,1,,2,,
"1803-013","1803-013-01","1803-013-01-01","1803-013-01-01-01-03",2/28/1803,1,"5 U.S. 321",,"2 L. Ed. 122","1803 U.S. LEXIS 365",1803,401,"Marshall",,"HEPBURN AND DUNDAS v. COLIN AULD",2/25/1803,,174,,102,,13,,,0,440,,440,,0,1,,3,1,2,0,0,0,0,140030,14,3,0,7,4,6,600,,14,14,1,6,0,8,"WPaterson",1,1,,2,,
"1803-013","1803-013-01","1803-013-01-01","1803-013-01-01-01-04",2/28/1803,1,"5 U.S. 321",,"2 L. Ed. 122","1803 U.S. LEXIS 365",1803,401,"Marshall",,"HEPBURN AND DUNDAS v. COLIN AULD",2/25/1803,,174,,102,,13,,,0,440,,440,,0,1,,3,1,2,0,0,0,0,140030,14,3,0,7,4,6,600,,14,14,1,6,0,10,"SChase",1,1,,2,,
"1803-013","1803-013-01","1803-013-01-01","1803-013-01-01-01-05",2/28/1803,1,"5 U.S. 321",,"2 L. Ed. 122","1803 U.S. LEXIS 365",1803,401,"Marshall",,"HEPBURN AND DUNDAS v. COLIN AULD",2/25/1803,,174,,102,,13,,,0,440,,440,,0,1,,3,1,2,0,0,0,0,140030,14,3,0,7,4,6,600,,14,14,1,6,0,12,"BWashington",1,1,,2,,
"1803-013","1803-013-01","1803-013-01-01","1803-013-01-01-01-06",2/28/1803,1,"5 U.S. 321",,"2 L. Ed. 122","1803 U.S. LEXIS 365",1803,401,"Marshall",,"HEPBURN AND DUNDAS v. COLIN AULD",2/25/1803,,174,,102,,13,,,0,440,,440,,0,1,,3,1,2,0,0,0,0,140030,14,3,0,7,4,6,600,,14,14,1,6,0,13,"AMoore",1,1,,2,,
"1803-014","1803-014-01","1803-014-01-01","1803-014-01-01-01-01",2/28/1803,6,"5 U.S. 343",,"2 L. Ed. 130","1803 U.S. LEXIS 368",1803,401,"Marshall",,"LINDO v. GARDNER",,,138,,135,,13,,,0,440,,440,,0,1,,1,1,3,0,1,0,0,90090,9,2,0,7,3,6,600,"none specified",,14,1,6,0,14,"JMarshall",1,1,2,2,,
"1803-014","1803-014-01","1803-014-01-01","1803-014-01-01-01-02",2/28/1803,6,"5 U.S. 343",,"2 L. Ed. 130","1803 U.S. LEXIS 368",1803,401,"Marshall",,"LINDO v. GARDNER",,,138,,135,,13,,,0,440,,440,,0,1,,1,1,3,0,1,0,0,90090,9,2,0,7,3,6,600,"none specified",,14,1,6,0,3,"WCushing",1,1,2,2,,
"1803-014","1803-014-01","1803-014-01-01","1803-014-01-01-01-03",2/28/1803,6,"5 U.S. 343",,"2 L. Ed. 130","1803 U.S. LEXIS 368",1803,401,"Marshall",,"LINDO v. GARDNER",,,138,,135,,13,,,0,440,,440,,0,1,,1,1,3,0,1,0,0,90090,9,2,0,7,3,6,600,"none specified",,14,1,6,0,8,"WPaterson",1,1,2,2,,
"1803-014","1803-014-01","1803-014-01-01","1803-014-01-01-01-04",2/28/1803,6,"5 U.S. 343",,"2 L. Ed. 130","1803 U.S. LEXIS 368",1803,401,"Marshall",,"LINDO v. GARDNER",,,138,,135,,13,,,0,440,,440,,0,1,,1,1,3,0,1,0,0,90090,9,2,0,7,3,6,600,"none specified",,14,1,6,0,10,"SChase",1,1,2,2,,
"1803-014","1803-014-01","1803-014-01-01","1803-014-01-01-01-05",2/28/1803,6,"5 U.S. 343",,"2 L. Ed. 130","1803 U.S. LEXIS 368",1803,401,"Marshall",,"LINDO v. GARDNER",,,138,,135,,13,,,0,440,,440,,0,1,,1,1,3,0,1,0,0,90090,9,2,0,7,3,6,600,"none specified",,14,1,6,0,12,"BWashington",1,1,2,2,,
"1803-014","1803-014-01","1803-014-01-01","1803-014-01-01-01-06",2/28/1803,6,"5 U.S. 343",,"2 L. Ed. 130","1803 U.S. LEXIS 368",1803,401,"Marshall",,"LINDO v. GARDNER",,,138,,135,,13,,,0,440,,440,,0,1,,1,1,3,0,1,0,0,90090,9,2,0,7,3,6,600,"none specified",,14,1,6,0,13,"AMoore",1,1,2,2,,
"1803-015","1803-015-01","1803-015-01-01","1803-015-01-01-01-01",2/28/1803,2,"5 U.S. 343",,"2 L. Ed. 129","1803 U.S. LEXIS 367",1803,401,"Marshall",,"ABERCROMBIE v. DUPUIS AND ANOTHER",,,214,,214,,13,,,0,409,,409,,0,1,,2,1,3,0,1,0,0,90320,9,1,0,6,3,6,600,,,14,1,6,0,14,"JMarshall",3,2,1,2,,
"1803-015","1803-015-01","1803-015-01-01","1803-015-01-01-01-02",2/28/1803,2,"5 U.S. 343",,"2 L. Ed. 129","1803 U.S. LEXIS 367",1803,401,"Marshall",,"ABERCROMBIE v. DUPUIS AND ANOTHER",,,214,,214,,13,,,0,409,,409,,0,1,,2,1,3,0,1,0,0,90320,9,1,0,6,3,6,600,,,14,1,6,0,3,"WCushing",1,1,1,2,,
"1803-015","1803-015-01","1803-015-01-01","1803-015-01-01-01-03",2/28/1803,2,"5 U.S. 343",,"2 L. Ed. 129","1803 U.S. LEXIS 367",1803,401,"Marshall",,"ABERCROMBIE v. DUPUIS AND ANOTHER",,,214,,214,,13,,,0,409,,409,,0,1,,2,1,3,0,1,0,0,90320,9,1,0,6,3,6,600,,,14,1,6,0,8,"WPaterson",1,1,1,2,,
"1803-015","1803-015-01","1803-015-01-01","1803-015-01-01-01-04",2/28/1803,2,"5 U.S. 343",,"2 L. Ed. 129","1803 U.S. LEXIS 367",1803,401,"Marshall",,"ABERCROMBIE v. DUPUIS AND ANOTHER",,,214,,214,,13,,,0,409,,409,,0,1,,2,1,3,0,1,0,0,90320,9,1,0,6,3,6,600,,,14,1,6,0,10,"SChase",1,1,1,2,,
"1803-015","1803-015-01","1803-015-01-01","1803-015-01-01-01-05",2/28/1803,2,"5 U.S. 343",,"2 L. Ed. 129","1803 U.S. LEXIS 367",1803,401,"Marshall",,"ABERCROMBIE v. DUPUIS AND ANOTHER",,,214,,214,,13,,,0,409,,409,,0,1,,2,1,3,0,1,0,0,90320,9,1,0,6,3,6,600,,,14,1,6,0,12,"BWashington",1,1,1,2,,
"1803-015","1803-015-01","1803-015-01-01","1803-015-01-01-01-06",2/28/1803,2,"5 U.S. 343",,"2 L. Ed. 129","1803 U.S. LEXIS 367",1803,401,"Marshall",,"ABERCROMBIE v. DUPUIS AND ANOTHER",,,214,,214,,13,,,0,409,,409,,0,1,,2,1,3,0,1,0,0,90320,9,1,0,6,3,6,600,,,14,1,6,0,13,"AMoore",1,1,1,2,,
"1803-016","1803-016-01","1803-016-01-01","1803-016-01-01-01-01",3/1/1803,1,"5 U.S. 239",,"2 L. Ed. 94","1803 U.S. LEXIS 357",1803,401,"Marshall",,"GABRIEL WOOD, ORIGINAL DEFENDANT, v. WILLIAM OWINGS AND JOB SMITH, ASSIGNEES OF WILLIAM ROBB, A BANKRUPT, ORIGINAL PLAINTIFF",2/17/1803,,135,,114,,13,,,0,417,,417,,0,1,,1,1,3,0,1,0,0,80030,8,2,0,4,,8,800,"NULL",14,14,1,6,0,14,"JMarshall",1,2,2,2,,
"1803-016","1803-016-01","1803-016-01-01","1803-016-01-01-01-02",3/1/1803,1,"5 U.S. 239",,"2 L. Ed. 94","1803 U.S. LEXIS 357",1803,401,"Marshall",,"GABRIEL WOOD, ORIGINAL DEFENDANT, v. WILLIAM OWINGS AND JOB SMITH, ASSIGNEES OF WILLIAM ROBB, A BANKRUPT, ORIGINAL PLAINTIFF",2/17/1803,,135,,114,,13,,,0,417,,417,,0,1,,1,1,3,0,1,0,0,80030,8,2,0,4,,8,800,"NULL",14,14,1,6,0,3,"WCushing",1,1,2,2,,
"1803-016","1803-016-01","1803-016-01-01","1803-016-01-01-01-03",3/1/1803,1,"5 U.S. 239",,"2 L. Ed. 94","1803 U.S. LEXIS 357",1803,401,"Marshall",,"GABRIEL WOOD, ORIGINAL DEFENDANT, v. WILLIAM OWINGS AND JOB SMITH, ASSIGNEES OF WILLIAM ROBB, A BANKRUPT, ORIGINAL PLAINTIFF",2/17/1803,,135,,114,,13,,,0,417,,417,,0,1,,1,1,3,0,1,0,0,80030,8,2,0,4,,8,800,"NULL",14,14,1,6,0,8,"WPaterson",1,1,2,2,,
"1803-016","1803-016-01","1803-016-01-01","1803-016-01-01-01-04",3/1/1803,1,"5 U.S. 239",,"2 L. Ed. 94","1803 U.S. LEXIS 357",1803,401,"Marshall",,"GABRIEL WOOD, ORIGINAL DEFENDANT, v. WILLIAM OWINGS AND JOB SMITH, ASSIGNEES OF WILLIAM ROBB, A BANKRUPT, ORIGINAL PLAINTIFF",2/17/1803,,135,,114,,13,,,0,417,,417,,0,1,,1,1,3,0,1,0,0,80030,8,2,0,4,,8,800,"NULL",14,14,1,6,0,10,"SChase",1,1,2,2,,
"1803-016","1803-016-01","1803-016-01-01","1803-016-01-01-01-05",3/1/1803,1,"5 U.S. 239",,"2 L. Ed. 94","1803 U.S. LEXIS 357",1803,401,"Marshall",,"GABRIEL WOOD, ORIGINAL DEFENDANT, v. WILLIAM OWINGS AND JOB SMITH, ASSIGNEES OF WILLIAM ROBB, A BANKRUPT, ORIGINAL PLAINTIFF",2/17/1803,,135,,114,,13,,,0,417,,417,,0,1,,1,1,3,0,1,0,0,80030,8,2,0,4,,8,800,"NULL",14,14,1,6,0,12,"BWashington",1,1,2,2,,
"1803-016","1803-016-01","1803-016-01-01","1803-016-01-01-01-06",3/1/1803,1,"5 U.S. 239",,"2 L. Ed. 94","1803 U.S. LEXIS 357",1803,401,"Marshall",,"GABRIEL WOOD, ORIGINAL DEFENDANT, v. WILLIAM OWINGS AND JOB SMITH, ASSIGNEES OF WILLIAM ROBB, A BANKRUPT, ORIGINAL PLAINTIFF",2/17/1803,,135,,114,,13,,,0,417,,417,,0,1,,1,1,3,0,1,0,0,80030,8,2,0,4,,8,800,"NULL",14,14,1,6,0,13,"AMoore",1,1,2,2,,
"1803-017","1803-017-01","1803-017-01-01","1803-017-01-01-01-01",3/1/1803,6,"5 U.S. 332",,"2 L. Ed. 126","1803 U.S. LEXIS 366",1803,401,"Marshall",,"MARINE INSURANCE COMPANY, OF ALEXANDRIA, v. JAMES YOUNG",2/26/1803,,171,,174,,13,,,0,440,,440,,0,1,,2,1,3,0,1,0,0,80070,8,1,0,7,4,6,600,,,14,1,6,0,14,"JMarshall",1,1,1,2,,
"1803-017","1803-017-01","1803-017-01-01","1803-017-01-01-01-02",3/1/1803,6,"5 U.S. 332",,"2 L. Ed. 126","1803 U.S. LEXIS 366",1803,401,"Marshall",,"MARINE INSURANCE COMPANY, OF ALEXANDRIA, v. JAMES YOUNG",2/26/1803,,171,,174,,13,,,0,440,,440,,0,1,,2,1,3,0,1,0,0,80070,8,1,0,7,4,6,600,,,14,1,6,0,3,"WCushing",1,1,1,2,,
"1803-017","1803-017-01","1803-017-01-01","1803-017-01-01-01-03",3/1/1803,6,"5 U.S. 332",,"2 L. Ed. 126","1803 U.S. LEXIS 366",1803,401,"Marshall",,"MARINE INSURANCE COMPANY, OF ALEXANDRIA, v. JAMES YOUNG",2/26/1803,,171,,174,,13,,,0,440,,440,,0,1,,2,1,3,0,1,0,0,80070,8,1,0,7,4,6,600,,,14,1,6,0,8,"WPaterson",1,1,1,2,,
"1803-017","1803-017-01","1803-017-01-01","1803-017-01-01-01-04",3/1/1803,6,"5 U.S. 332",,"2 L. Ed. 126","1803 U.S. LEXIS 366",1803,401,"Marshall",,"MARINE INSURANCE COMPANY, OF ALEXANDRIA, v. JAMES YOUNG",2/26/1803,,171,,174,,13,,,0,440,,440,,0,1,,2,1,3,0,1,0,0,80070,8,1,0,7,4,6,600,,,14,1,6,0,10,"SChase",1,1,1,2,,
"1803-017","1803-017-01","1803-017-01-01","1803-017-01-01-01-05",3/1/1803,6,"5 U.S. 332",,"2 L. Ed. 126","1803 U.S. LEXIS 366",1803,401,"Marshall",,"MARINE INSURANCE COMPANY, OF ALEXANDRIA, v. JAMES YOUNG",2/26/1803,,171,,174,,13,,,0,440,,440,,0,1,,2,1,3,0,1,0,0,80070,8,1,0,7,4,6,600,,,14,1,6,0,12,"BWashington",1,1,1,2,,
"1803-017","1803-017-01","1803-017-01-01","1803-017-01-01-01-06",3/1/1803,6,"5 U.S. 332",,"2 L. Ed. 126","1803 U.S. LEXIS 366",1803,401,"Marshall",,"MARINE INSURANCE COMPANY, OF ALEXANDRIA, v. JAMES YOUNG",2/26/1803,,171,,174,,13,,,0,440,,440,,0,1,,2,1,3,0,1,0,0,80070,8,1,0,7,4,6,600,,,14,1,6,0,13,"AMoore",1,1,1,2,,
"1803-018","1803-018-01","1803-018-01-01","1803-018-01-01-01-01",3/2/1803,1,"5 U.S. 299",,"2 L. Ed. 115","1803 U.S. LEXIS 362",1803,401,"Marshall",,"STUART v. LAIRD",2/23/1803,,214,,174,,13,,,0,436,,436,,0,1,,1,1,2,0,0,0,0,90320,9,1,0,4,1,6,600,"Act of Congress of April 24, 1802",8,8,1,4,0,14,"JMarshall",,,,,,
"1803-018","1803-018-01","1803-018-01-01","1803-018-01-01-01-02",3/2/1803,1,"5 U.S. 299",,"2 L. Ed. 115","1803 U.S. LEXIS 362",1803,401,"Marshall",,"STUART v. LAIRD",2/23/1803,,214,,174,,13,,,0,436,,436,,0,1,,1,1,2,0,0,0,0,90320,9,1,0,4,1,6,600,"Act of Congress of April 24, 1802",8,8,1,4,0,3,"WCushing",,,,,,
"1803-018","1803-018-01","1803-018-01-01","1803-018-01-01-01-03",3/2/1803,1,"5 U.S. 299",,"2 L. Ed. 115","1803 U.S. LEXIS 362",1803,401,"Marshall",,"STUART v. LAIRD",2/23/1803,,214,,174,,13,,,0,436,,436,,0,1,,1,1,2,0,0,0,0,90320,9,1,0,4,1,6,600,"Act of Congress of April 24, 1802",8,8,1,4,0,8,"WPaterson",1,2,1,2,,
"1803-018","1803-018-01","1803-018-01-01","1803-018-01-01-01-04",3/2/1803,1,"5 U.S. 299",,"2 L. Ed. 115","1803 U.S. LEXIS 362",1803,401,"Marshall",,"STUART v. LAIRD",2/23/1803,,214,,174,,13,,,0,436,,436,,0,1,,1,1,2,0,0,0,0,90320,9,1,0,4,1,6,600,"Act of Congress of April 24, 1802",8,8,1,4,0,10,"SChase",1,1,1,2,,
"1803-018","1803-018-01","1803-018-01-01","1803-018-01-01-01-05",3/2/1803,1,"5 U.S. 299",,"2 L. Ed. 115","1803 U.S. LEXIS 362",1803,401,"Marshall",,"STUART v. LAIRD",2/23/1803,,214,,174,,13,,,0,436,,436,,0,1,,1,1,2,0,0,0,0,90320,9,1,0,4,1,6,600,"Act of Congress of April 24, 1802",8,8,1,4,0,12,"BWashington",1,1,1,2,,
"1803-018","1803-018-01","1803-018-01-01","1803-018-01-01-01-06",3/2/1803,1,"5 U.S. 299",,"2 L. Ed. 115","1803 U.S. LEXIS 362",1803,401,"Marshall",,"STUART v. LAIRD",2/23/1803,,214,,174,,13,,,0,436,,436,,0,1,,1,1,2,0,0,0,0,90320,9,1,0,4,1,6,600,"Act of Congress of April 24, 1802",8,8,1,4,0,13,"AMoore",1,1,1,2,,
"1803-019","1803-019-01","1803-019-01-01","1803-019-01-01-01-01",3/2/1803,1,"5 U.S. 345",,"2 L. Ed. 130","1803 U.S. LEXIS 369",1803,401,"Marshall",,"HODGSON v. DEXTER",2/28/1803,,195,,135,,13,,,0,440,,440,,0,1,,1,1,2,0,0,0,0,80060,8,1,0,7,4,6,600,,14,14,1,6,0,14,"JMarshall",1,2,1,2,,
"1803-019","1803-019-01","1803-019-01-01","1803-019-01-01-01-02",3/2/1803,1,"5 U.S. 345",,"2 L. Ed. 130","1803 U.S. LEXIS 369",1803,401,"Marshall",,"HODGSON v. DEXTER",2/28/1803,,195,,135,,13,,,0,440,,440,,0,1,,1,1,2,0,0,0,0,80060,8,1,0,7,4,6,600,,14,14,1,6,0,3,"WCushing",1,1,1,2,,
"1803-019","1803-019-01","1803-019-01-01","1803-019-01-01-01-03",3/2/1803,1,"5 U.S. 345",,"2 L. Ed. 130","1803 U.S. LEXIS 369",1803,401,"Marshall",,"HODGSON v. DEXTER",2/28/1803,,195,,135,,13,,,0,440,,440,,0,1,,1,1,2,0,0,0,0,80060,8,1,0,7,4,6,600,,14,14,1,6,0,8,"WPaterson",1,1,1,2,,
"1803-019","1803-019-01","1803-019-01-01","1803-019-01-01-01-04",3/2/1803,1,"5 U.S. 345",,"2 L. Ed. 130","1803 U.S. LEXIS 369",1803,401,"Marshall",,"HODGSON v. DEXTER",2/28/1803,,195,,135,,13,,,0,440,,440,,0,1,,1,1,2,0,0,0,0,80060,8,1,0,7,4,6,600,,14,14,1,6,0,10,"SChase",1,1,1,2,,
