"caseId","docketId","caseIssuesId","voteId","dateDecision","decisionType","usCite","sctCite","ledCite","lexisCite","term","naturalCourt","chief","docket","caseName","dateArgument","dateRearg","petitioner","petitionerState","respondent","respondentState","jurisdiction","adminAction","adminActionState","threeJudgeFdc","caseOrigin","caseOriginState","caseSource","caseSourceState","lcDisagreement","certReason","lcDisposition","lcDispositionDirection","declarationUncon","caseDisposition","caseDispositionUnusual","partyWinning","precedentAlteration","voteUnclear","issue","issueArea","decisionDirection","decisionDirectionDissent","authorityDecision1","authorityDecision2","lawType","lawSupp","lawMinor","majOpinWriter","majOpinAssigner","splitVote","majVotes","minVotes","justice","justiceName","vote","opinion","direction","majority","firstAgreement","secondAgreement"
"1791-001","1791-001-01","1791-001-01-01","1791-001-01-01-01-01",8/3/1791,6,"2 U.S. 401",,"1 L. Ed. 433","1791 U.S. LEXIS 189",1791,102,"Jay",,"WEST, PLS. IN ERR. VERSUS BARNES. et al.",8/2/1791,,501,,111,,13,,,0,431,,431,,0,1,,1,1,9,0,0,0,0,90320,9,1,0,3,,4,403,"NULL",,1,1,5,0,1,"JJay",1,1,1,2,,
"1791-001","1791-001-01","1791-001-01-01","1791-001-01-01-01-02",8/3/1791,6,"2 U.S. 401",,"1 L. Ed. 433","1791 U.S. LEXIS 189",1791,102,"Jay",,"WEST, PLS. IN ERR. VERSUS BARNES. et al.",8/2/1791,,501,,111,,13,,,0,431,,431,,0,1,,1,1,9,0,0,0,0,90320,9,1,0,3,,4,403,"NULL",,1,1,5,0,3,"WCushing",1,1,1,2,,
"1791-001","1791-001-01","1791-001-01-01","1791-001-01-01-01-03",8/3/1791,6,"2 U.S. 401",,"1 L. Ed. 433","1791 U.S. LEXIS 189",1791,102,"Jay",,"WEST, PLS. IN ERR. VERSUS BARNES. et al.",8/2/1791,,501,,111,,13,,,0,431,,431,,0,1,,1,1,9,0,0,0,0,90320,9,1,0,3,,4,403,"NULL",,1,1,5,0,4,"JWilson",1,1,1,2,,
"1791-001","1791-001-01","1791-001-01-01","1791-001-01-01-01-04",8/3/1791,6,"2 U.S. 401",,"1 L. Ed. 433","1791 U.S. LEXIS 189",1791,102,"Jay",,"WEST, PLS. IN ERR. VERSUS BARNES. et al.",8/2/1791,,501,,111,,13,,,0,431,,431,,0,1,,1,1,9,0,0,0,0,90320,9,1,0,3,,4,403,"NULL",,1,1,5,0,5,"JBlair",1,1,1,2,,
"1791-001","1791-001-01","1791-001-01-01","1791-001-01-01-01-05",8/3/1791,6,"2 U.S. 401",,"1 L. Ed. 433","1791 U.S. LEXIS 189",1791,102,"Jay",,"WEST, PLS. IN ERR. VERSUS BARNES. et al.",8/2/1791,,501,,111,,13,,,0,431,,431,,0,1,,1,1,9,0,0,0,0,90320,9,1,0,3,,4,403,"NULL",,1,1,5,0,6,"JIredell",1,1,1,2,,
"1791-002","1791-002-01","1791-002-01-01","1791-002-01-01-01-01",8/3/1791,2,"2 U.S. 401",,"1 L. Ed. 433","1791 U.S. LEXIS 190",1791,102,"Jay",,"VANSTOPHORST et al. VERSUS THE STATE OF MARYLAND",,,501,,28,25,15,,,0,,,,,0,1,9,1,1,1,0,1,0,0,90320,9,2,0,3,,4,403,"NULL",,1,1,5,0,1,"JJay",1,1,2,2,,
"1791-002","1791-002-01","1791-002-01-01","1791-002-01-01-01-02",8/3/1791,2,"2 U.S. 401",,"1 L. Ed. 433","1791 U.S. LEXIS 190",1791,102,"Jay",,"VANSTOPHORST et al. VERSUS THE STATE OF MARYLAND",,,501,,28,25,15,,,0,,,,,0,1,9,1,1,1,0,1,0,0,90320,9,2,0,3,,4,403,"NULL",,1,1,5,0,3,"WCushing",1,1,2,2,,
"1791-002","1791-002-01","1791-002-01-01","1791-002-01-01-01-03",8/3/1791,2,"2 U.S. 401",,"1 L. Ed. 433","1791 U.S. LEXIS 190",1791,102,"Jay",,"VANSTOPHORST et al. VERSUS THE STATE OF MARYLAND",,,501,,28,25,15,,,0,,,,,0,1,9,1,1,1,0,1,0,0,90320,9,2,0,3,,4,403,"NULL",,1,1,5,0,4,"JWilson",1,1,2,2,,
"1791-002","1791-002-01","1791-002-01-01","1791-002-01-01-01-04",8/3/1791,2,"2 U.S. 401",,"1 L. Ed. 433","1791 U.S. LEXIS 190",1791,102,"Jay",,"VANSTOPHORST et al. VERSUS THE STATE OF MARYLAND",,,501,,28,25,15,,,0,,,,,0,1,9,1,1,1,0,1,0,0,90320,9,2,0,3,,4,403,"NULL",,1,1,5,0,5,"JBlair",1,1,2,2,,
"1791-002","1791-002-01","1791-002-01-01","1791-002-01-01-01-05",8/3/1791,2,"2 U.S. 401",,"1 L. Ed. 433","1791 U.S. LEXIS 190",1791,102,"Jay",,"VANSTOPHORST et al. VERSUS THE STATE OF MARYLAND",,,501,,28,25,15,,,0,,,,,0,1,9,1,1,1,0,1,0,0,90320,9,2,0,3,,4,403,"NULL",,1,1,5,0,6,"JIredell",1,1,2,2,,
"1792-001","1792-001-01","1792-001-01-01","1792-001-01-01-01-01",2/14/1792,2,"2 U.S. 401",,"1 L. Ed. 433","1792 U.S. LEXIS 587",1792,102,"Jay",,"OSWALD, ADMINISTRATOR, VERSUS THE STATE OF NEW-YORK",,,102,,28,37,15,,,0,,,,,0,1,,1,1,9,0,0,0,0,90150,9,1,0,3,,6,600,,,1,1,6,0,1,"JJay",1,1,1,2,,
"1792-001","1792-001-01","1792-001-01-01","1792-001-01-01-01-02",2/14/1792,2,"2 U.S. 401",,"1 L. Ed. 433","1792 U.S. LEXIS 587",1792,102,"Jay",,"OSWALD, ADMINISTRATOR, VERSUS THE STATE OF NEW-YORK",,,102,,28,37,15,,,0,,,,,0,1,,1,1,9,0,0,0,0,90150,9,1,0,3,,6,600,,,1,1,6,0,3,"WCushing",1,1,1,2,,
"1792-001","1792-001-01","1792-001-01-01","1792-001-01-01-01-03",2/14/1792,2,"2 U.S. 401",,"1 L. Ed. 433","1792 U.S. LEXIS 587",1792,102,"Jay",,"OSWALD, ADMINISTRATOR, VERSUS THE STATE OF NEW-YORK",,,102,,28,37,15,,,0,,,,,0,1,,1,1,9,0,0,0,0,90150,9,1,0,3,,6,600,,,1,1,6,0,4,"JWilson",1,1,1,2,,
"1792-001","1792-001-01","1792-001-01-01","1792-001-01-01-01-04",2/14/1792,2,"2 U.S. 401",,"1 L. Ed. 433","1792 U.S. LEXIS 587",1792,102,"Jay",,"OSWALD, ADMINISTRATOR, VERSUS THE STATE OF NEW-YORK",,,102,,28,37,15,,,0,,,,,0,1,,1,1,9,0,0,0,0,90150,9,1,0,3,,6,600,,,1,1,6,0,5,"JBlair",1,1,1,2,,
"1792-001","1792-001-01","1792-001-01-01","1792-001-01-01-01-05",2/14/1792,2,"2 U.S. 401",,"1 L. Ed. 433","1792 U.S. LEXIS 587",1792,102,"Jay",,"OSWALD, ADMINISTRATOR, VERSUS THE STATE OF NEW-YORK",,,102,,28,37,15,,,0,,,,,0,1,,1,1,9,0,0,0,0,90150,9,1,0,3,,6,600,,,1,1,6,0,6,"JIredell",1,1,1,2,,
"1792-001","1792-001-01","1792-001-01-01","1792-001-01-01-01-06",2/14/1792,2,"2 U.S. 401",,"1 L. Ed. 433","1792 U.S. LEXIS 587",1792,102,"Jay",,"OSWALD, ADMINISTRATOR, VERSUS THE STATE OF NEW-YORK",,,102,,28,37,15,,,0,,,,,0,1,,1,1,9,0,0,0,0,90150,9,1,0,3,,6,600,,,1,1,6,0,7,"TJohnson",1,1,1,2,,
"1792-002","1792-002-01","1792-002-01-01","1792-002-01-01-01-01",8/7/1792,2,"2 U.S. 402",,"1 L. Ed. 433","1792 U.S. LEXIS 589",1792,103,"Jay",,"OSWALD, ADMINISTRATOR, VERSUS THE STATE OF NEW-YORK",,,102,,28,37,15,,,0,,,,,0,1,,1,1,1,0,1,0,0,90320,9,2,0,3,,4,403,"NULL",,1,1,6,0,1,"JJay",1,1,2,2,,
"1792-002","1792-002-01","1792-002-01-01","1792-002-01-01-01-02",8/7/1792,2,"2 U.S. 402",,"1 L. Ed. 433","1792 U.S. LEXIS 589",1792,103,"Jay",,"OSWALD, ADMINISTRATOR, VERSUS THE STATE OF NEW-YORK",,,102,,28,37,15,,,0,,,,,0,1,,1,1,1,0,1,0,0,90320,9,2,0,3,,4,403,"NULL",,1,1,6,0,3,"WCushing",1,1,2,2,,
"1792-002","1792-002-01","1792-002-01-01","1792-002-01-01-01-03",8/7/1792,2,"2 U.S. 402",,"1 L. Ed. 433","1792 U.S. LEXIS 589",1792,103,"Jay",,"OSWALD, ADMINISTRATOR, VERSUS THE STATE OF NEW-YORK",,,102,,28,37,15,,,0,,,,,0,1,,1,1,1,0,1,0,0,90320,9,2,0,3,,4,403,"NULL",,1,1,6,0,4,"JWilson",1,1,2,2,,
"1792-002","1792-002-01","1792-002-01-01","1792-002-01-01-01-04",8/7/1792,2,"2 U.S. 402",,"1 L. Ed. 433","1792 U.S. LEXIS 589",1792,103,"Jay",,"OSWALD, ADMINISTRATOR, VERSUS THE STATE OF NEW-YORK",,,102,,28,37,15,,,0,,,,,0,1,,1,1,1,0,1,0,0,90320,9,2,0,3,,4,403,"NULL",,1,1,6,0,5,"JBlair",1,1,2,2,,
"1792-002","1792-002-01","1792-002-01-01","1792-002-01-01-01-05",8/7/1792,2,"2 U.S. 402",,"1 L. Ed. 433","1792 U.S. LEXIS 589",1792,103,"Jay",,"OSWALD, ADMINISTRATOR, VERSUS THE STATE OF NEW-YORK",,,102,,28,37,15,,,0,,,,,0,1,,1,1,1,0,1,0,0,90320,9,2,0,3,,4,403,"NULL",,1,1,6,0,6,"JIredell",1,1,2,2,,
"1792-002","1792-002-01","1792-002-01-01","1792-002-01-01-01-06",8/7/1792,2,"2 U.S. 402",,"1 L. Ed. 433","1792 U.S. LEXIS 589",1792,103,"Jay",,"OSWALD, ADMINISTRATOR, VERSUS THE STATE OF NEW-YORK",,,102,,28,37,15,,,0,,,,,0,1,,1,1,1,0,1,0,0,90320,9,2,0,3,,4,403,"NULL",,1,1,6,0,7,"TJohnson",1,1,2,2,,
"1792-003","1792-003-01","1792-003-01-01","1792-003-01-01-01-01",8/11/1792,8,"2 U.S. 402",,"1 L. Ed. 433","1792 U.S. LEXIS 590",1792,103,"Jay",,"THE STATE OF GEORGIA VERSUS BRAILSFORD, et al.",8/9/1792,,28,13,195,,7,,,0,409,,409,,0,1,1,1,1,11,0,1,0,0,90370,9,2,0,7,4,6,600,,,1,1,4,2,1,"JJay",1,2,2,2,,
"1792-003","1792-003-01","1792-003-01-01","1792-003-01-01-01-02",8/11/1792,8,"2 U.S. 402",,"1 L. Ed. 433","1792 U.S. LEXIS 590",1792,103,"Jay",,"THE STATE OF GEORGIA VERSUS BRAILSFORD, et al.",8/9/1792,,28,13,195,,7,,,0,409,,409,,0,1,1,1,1,11,0,1,0,0,90370,9,2,0,7,4,6,600,,,1,1,4,2,3,"WCushing",2,2,1,1,,
"1792-003","1792-003-01","1792-003-01-01","1792-003-01-01-01-03",8/11/1792,8,"2 U.S. 402",,"1 L. Ed. 433","1792 U.S. LEXIS 590",1792,103,"Jay",,"THE STATE OF GEORGIA VERSUS BRAILSFORD, et al.",8/9/1792,,28,13,195,,7,,,0,409,,409,,0,1,1,1,1,11,0,1,0,0,90370,9,2,0,7,4,6,600,,,1,1,4,2,4,"JWilson",1,2,2,2,,
"1792-003","1792-003-01","1792-003-01-01","1792-003-01-01-01-04",8/11/1792,8,"2 U.S. 402",,"1 L. Ed. 433","1792 U.S. LEXIS 590",1792,103,"Jay",,"THE STATE OF GEORGIA VERSUS BRAILSFORD, et al.",8/9/1792,,28,13,195,,7,,,0,409,,409,,0,1,1,1,1,11,0,1,0,0,90370,9,2,0,7,4,6,600,,,1,1,4,2,5,"JBlair",1,2,2,2,,
"1792-003","1792-003-01","1792-003-01-01","1792-003-01-01-01-05",8/11/1792,8,"2 U.S. 402",,"1 L. Ed. 433","1792 U.S. LEXIS 590",1792,103,"Jay",,"THE STATE OF GEORGIA VERSUS BRAILSFORD, et al.",8/9/1792,,28,13,195,,7,,,0,409,,409,,0,1,1,1,1,11,0,1,0,0,90370,9,2,0,7,4,6,600,,,1,1,4,2,6,"JIredell",1,2,2,2,,
"1792-003","1792-003-01","1792-003-01-01","1792-003-01-01-01-06",8/11/1792,8,"2 U.S. 402",,"1 L. Ed. 433","1792 U.S. LEXIS 590",1792,103,"Jay",,"THE STATE OF GEORGIA VERSUS BRAILSFORD, et al.",8/9/1792,,28,13,195,,7,,,0,409,,409,,0,1,1,1,1,11,0,1,0,0,90370,9,2,0,7,4,6,600,,,1,1,4,2,7,"TJohnson",2,2,1,1,,
"1792-004","1792-004-01","1792-004-01-01","1792-004-01-01-01-01",8/11/1792,6,"2 U.S. 409",,"1 L. Ed. 436","1792 U.S. LEXIS 591",1792,103,"Jay",,"HAYBURN'S CASE",8/8/1792,,1,,6,45,8,,,0,430,,430,,0,1,9,2,1,9,0,0,0,0,90340,9,2,0,4,7,6,600,"Act of Congress of March 23, 1791",,1,1,6,0,1,"JJay",1,1,2,2,,
"1792-004","1792-004-01","1792-004-01-01","1792-004-01-01-01-02",8/11/1792,6,"2 U.S. 409",,"1 L. Ed. 436","1792 U.S. LEXIS 591",1792,103,"Jay",,"HAYBURN'S CASE",8/8/1792,,1,,6,45,8,,,0,430,,430,,0,1,9,2,1,9,0,0,0,0,90340,9,2,0,4,7,6,600,"Act of Congress of March 23, 1791",,1,1,6,0,3,"WCushing",1,1,2,2,,
"1792-004","1792-004-01","1792-004-01-01","1792-004-01-01-01-03",8/11/1792,6,"2 U.S. 409",,"1 L. Ed. 436","1792 U.S. LEXIS 591",1792,103,"Jay",,"HAYBURN'S CASE",8/8/1792,,1,,6,45,8,,,0,430,,430,,0,1,9,2,1,9,0,0,0,0,90340,9,2,0,4,7,6,600,"Act of Congress of March 23, 1791",,1,1,6,0,4,"JWilson",1,1,2,2,,
"1792-004","1792-004-01","1792-004-01-01","1792-004-01-01-01-04",8/11/1792,6,"2 U.S. 409",,"1 L. Ed. 436","1792 U.S. LEXIS 591",1792,103,"Jay",,"HAYBURN'S CASE",8/8/1792,,1,,6,45,8,,,0,430,,430,,0,1,9,2,1,9,0,0,0,0,90340,9,2,0,4,7,6,600,"Act of Congress of March 23, 1791",,1,1,6,0,5,"JBlair",1,1,2,2,,
"1792-004","1792-004-01","1792-004-01-01","1792-004-01-01-01-05",8/11/1792,6,"2 U.S. 409",,"1 L. Ed. 436","1792 U.S. LEXIS 591",1792,103,"Jay",,"HAYBURN'S CASE",8/8/1792,,1,,6,45,8,,,0,430,,430,,0,1,9,2,1,9,0,0,0,0,90340,9,2,0,4,7,6,600,"Act of Congress of March 23, 1791",,1,1,6,0,6,"JIredell",1,1,2,2,,
"1792-004","1792-004-01","1792-004-01-01","1792-004-01-01-01-06",8/11/1792,6,"2 U.S. 409",,"1 L. Ed. 436","1792 U.S. LEXIS 591",1792,103,"Jay",,"HAYBURN'S CASE",8/8/1792,,1,,6,45,8,,,0,430,,430,,0,1,9,2,1,9,0,0,0,0,90340,9,2,0,4,7,6,600,"Act of Congress of March 23, 1791",,1,1,6,0,7,"TJohnson",1,1,2,2,,
"1793-001","1793-001-01","1793-001-01-01","1793-001-01-01-01-01",2/19/1793,8,"2 U.S. 419",,"1 L. Ed. 440","1793 U.S. LEXIS 249",1793,103,"Jay",,"CHISHOLM, EX'R. VERSUS GEORGIA",2/5/1793,,238,,28,13,9,,,0,,,,,0,1,,,1,1,0,1,0,0,100050,10,2,0,1,3,1,140,"NULL",,1,1,4,1,1,"JJay",1,2,2,2,,
"1793-001","1793-001-01","1793-001-01-01","1793-001-01-01-01-02",2/19/1793,8,"2 U.S. 419",,"1 L. Ed. 440","1793 U.S. LEXIS 249",1793,103,"Jay",,"CHISHOLM, EX'R. VERSUS GEORGIA",2/5/1793,,238,,28,13,9,,,0,,,,,0,1,,,1,1,0,1,0,0,100050,10,2,0,1,3,1,140,"NULL",,1,1,4,1,3,"WCushing",1,2,2,2,,
"1793-001","1793-001-01","1793-001-01-01","1793-001-01-01-01-03",2/19/1793,8,"2 U.S. 419",,"1 L. Ed. 440","1793 U.S. LEXIS 249",1793,103,"Jay",,"CHISHOLM, EX'R. VERSUS GEORGIA",2/5/1793,,238,,28,13,9,,,0,,,,,0,1,,,1,1,0,1,0,0,100050,10,2,0,1,3,1,140,"NULL",,1,1,4,1,4,"JWilson",1,2,2,2,,
"1793-001","1793-001-01","1793-001-01-01","1793-001-01-01-01-04",2/19/1793,8,"2 U.S. 419",,"1 L. Ed. 440","1793 U.S. LEXIS 249",1793,103,"Jay",,"CHISHOLM, EX'R. VERSUS GEORGIA",2/5/1793,,238,,28,13,9,,,0,,,,,0,1,,,1,1,0,1,0,0,100050,10,2,0,1,3,1,140,"NULL",,1,1,4,1,5,"JBlair",1,2,2,2,,
"1793-001","1793-001-01","1793-001-01-01","1793-001-01-01-01-05",2/19/1793,8,"2 U.S. 419",,"1 L. Ed. 440","1793 U.S. LEXIS 249",1793,103,"Jay",,"CHISHOLM, EX'R. VERSUS GEORGIA",2/5/1793,,238,,28,13,9,,,0,,,,,0,1,,,1,1,0,1,0,0,100050,10,2,0,1,3,1,140,"NULL",,1,1,4,1,6,"JIredell",2,2,1,1,,
"1793-002","1793-002-01","1793-002-01-01","1793-002-01-01-01-01",2/20/1793,2,"2 U.S. 415",,"1 L. Ed. 438","1793 U.S. LEXIS 247",1793,103,"Jay",,"OSWALD, ADMINISTRATOR, VERSUS THE STATE OF NEW-YORK",,,102,,28,37,15,,,0,,,,,0,1,,1,1,9,0,0,0,0,90200,9,1,0,3,,9,900,"NULL",,1,1,5,0,1,"JJay",1,1,1,2,,
"1793-002","1793-002-01","1793-002-01-01","1793-002-01-01-01-02",2/20/1793,2,"2 U.S. 415",,"1 L. Ed. 438","1793 U.S. LEXIS 247",1793,103,"Jay",,"OSWALD, ADMINISTRATOR, VERSUS THE STATE OF NEW-YORK",,,102,,28,37,15,,,0,,,,,0,1,,1,1,9,0,0,0,0,90200,9,1,0,3,,9,900,"NULL",,1,1,5,0,3,"WCushing",1,1,1,2,,
"1793-002","1793-002-01","1793-002-01-01","1793-002-01-01-01-03",2/20/1793,2,"2 U.S. 415",,"1 L. Ed. 438","1793 U.S. LEXIS 247",1793,103,"Jay",,"OSWALD, ADMINISTRATOR, VERSUS THE STATE OF NEW-YORK",,,102,,28,37,15,,,0,,,,,0,1,,1,1,9,0,0,0,0,90200,9,1,0,3,,9,900,"NULL",,1,1,5,0,4,"JWilson",1,1,1,2,,
"1793-002","1793-002-01","1793-002-01-01","1793-002-01-01-01-04",2/20/1793,2,"2 U.S. 415",,"1 L. Ed. 438","1793 U.S. LEXIS 247",1793,103,"Jay",,"OSWALD, ADMINISTRATOR, VERSUS THE STATE OF NEW-YORK",,,102,,28,37,15,,,0,,,,,0,1,,1,1,9,0,0,0,0,90200,9,1,0,3,,9,900,"NULL",,1,1,5,0,5,"JBlair",1,1,1,2,,
"1793-002","1793-002-01","1793-002-01-01","1793-002-01-01-01-05",2/20/1793,2,"2 U.S. 415",,"1 L. Ed. 438","1793 U.S. LEXIS 247",1793,103,"Jay",,"OSWALD, ADMINISTRATOR, VERSUS THE STATE OF NEW-YORK",,,102,,28,37,15,,,0,,,,,0,1,,1,1,9,0,0,0,0,90200,9,1,0,3,,9,900,"NULL",,1,1,5,0,6,"JIredell",1,1,1,2,,
"1793-003","1793-003-01","1793-003-01-01","1793-003-01-01-01-01",2/20/1793,8,"2 U.S. 415",,"1 L. Ed. 438","1793 U.S. LEXIS 248",1793,103,"Jay",,"THE STATE OF GEORGIA VERSUS BRAILSFORD, et al.",2/6/1793,,135,,28,13,7,,,0,409,,409,,0,1,9,1,1,1,0,1,0,0,90350,9,2,0,7,4,6,600,"unidentifiable",,1,1,4,1,1,"JJay",1,2,2,2,,
"1793-003","1793-003-01","1793-003-01-01","1793-003-01-01-01-02",2/20/1793,8,"2 U.S. 415",,"1 L. Ed. 438","1793 U.S. LEXIS 248",1793,103,"Jay",,"THE STATE OF GEORGIA VERSUS BRAILSFORD, et al.",2/6/1793,,135,,28,13,7,,,0,409,,409,,0,1,9,1,1,1,0,1,0,0,90350,9,2,0,7,4,6,600,"unidentifiable",,1,1,4,1,3,"WCushing",1,1,2,2,,
"1793-003","1793-003-01","1793-003-01-01","1793-003-01-01-01-03",2/20/1793,8,"2 U.S. 415",,"1 L. Ed. 438","1793 U.S. LEXIS 248",1793,103,"Jay",,"THE STATE OF GEORGIA VERSUS BRAILSFORD, et al.",2/6/1793,,135,,28,13,7,,,0,409,,409,,0,1,9,1,1,1,0,1,0,0,90350,9,2,0,7,4,6,600,"unidentifiable",,1,1,4,1,4,"JWilson",1,1,2,2,,
"1793-003","1793-003-01","1793-003-01-01","1793-003-01-01-01-04",2/20/1793,8,"2 U.S. 415",,"1 L. Ed. 438","1793 U.S. LEXIS 248",1793,103,"Jay",,"THE STATE OF GEORGIA VERSUS BRAILSFORD, et al.",2/6/1793,,135,,28,13,7,,,0,409,,409,,0,1,9,1,1,1,0,1,0,0,90350,9,2,0,7,4,6,600,"unidentifiable",,1,1,4,1,5,"JBlair",1,2,2,2,,
"1793-003","1793-003-01","1793-003-01-01","1793-003-01-01-01-05",2/20/1793,8,"2 U.S. 415",,"1 L. Ed. 438","1793 U.S. LEXIS 248",1793,103,"Jay",,"THE STATE OF GEORGIA VERSUS BRAILSFORD, et al.",2/6/1793,,135,,28,13,7,,,0,409,,409,,0,1,9,1,1,1,0,1,0,0,90350,9,2,0,7,4,6,600,"unidentifiable",,1,1,4,1,6,"JIredell",2,2,1,1,,
"1793-003","1793-003-01","1793-003-01-01","1793-003-01-01-01-06",2/20/1793,8,"2 U.S. 415",,"1 L. Ed. 438","1793 U.S. LEXIS 248",1793,103,"Jay",,"THE STATE OF GEORGIA VERSUS BRAILSFORD, et al.",2/6/1793,,135,,28,13,7,,,0,409,,409,,0,1,9,1,1,1,0,1,0,0,90350,9,2,0,7,4,6,600,"unidentifiable",,1,1,4,1,7,"TJohnson",,,,,,
"1794-001","1794-001-01","1794-001-01-01","1794-001-01-01-01-01",2/7/1794,,"3 U.S. 1",,"1 L. Ed. 483","1794 U.S. LEXIS 102",1794,104,"Jay",,"THE STATE OF GEORGIA, VERSUS BRAILSFORD, et al.",2/4/1794,,28,13,135,,9,,,0,,,,,0,1,,,1,9,0,0,0,0,40070,4,1,0,4,7,8,800,"NULL",,8,1,1,0,1,"JJay",,1,,,,
"1794-001","1794-001-01","1794-001-01-01","1794-001-01-01-01-02",2/7/1794,,"3 U.S. 1",,"1 L. Ed. 483","1794 U.S. LEXIS 102",1794,104,"Jay",,"THE STATE OF GEORGIA, VERSUS BRAILSFORD, et al.",2/4/1794,,28,13,135,,9,,,0,,,,,0,1,,,1,9,0,0,0,0,40070,4,1,0,4,7,8,800,"NULL",,8,1,1,0,3,"WCushing",,1,,,,
"1794-001","1794-001-01","1794-001-01-01","1794-001-01-01-01-03",2/7/1794,,"3 U.S. 1",,"1 L. Ed. 483","1794 U.S. LEXIS 102",1794,104,"Jay",,"THE STATE OF GEORGIA, VERSUS BRAILSFORD, et al.",2/4/1794,,28,13,135,,9,,,0,,,,,0,1,,,1,9,0,0,0,0,40070,4,1,0,4,7,8,800,"NULL",,8,1,1,0,4,"JWilson",,1,,,,
"1794-001","1794-001-01","1794-001-01-01","1794-001-01-01-01-04",2/7/1794,,"3 U.S. 1",,"1 L. Ed. 483","1794 U.S. LEXIS 102",1794,104,"Jay",,"THE STATE OF GEORGIA, VERSUS BRAILSFORD, et al.",2/4/1794,,28,13,135,,9,,,0,,,,,0,1,,,1,9,0,0,0,0,40070,4,1,0,4,7,8,800,"NULL",,8,1,1,0,5,"JBlair",,1,,,,
"1794-001","1794-001-01","1794-001-01-01","1794-001-01-01-01-05",2/7/1794,,"3 U.S. 1",,"1 L. Ed. 483","1794 U.S. LEXIS 102",1794,104,"Jay",,"THE STATE OF GEORGIA, VERSUS BRAILSFORD, et al.",2/4/1794,,28,13,135,,9,,,0,,,,,0,1,,,1,9,0,0,0,0,40070,4,1,0,4,7,8,800,"NULL",,8,1,1,0,6,"JIredell",,1,,,,
"1794-001","1794-001-01","1794-001-01-01","1794-001-01-01-01-06",2/7/1794,,"3 U.S. 1",,"1 L. Ed. 483","1794 U.S. LEXIS 102",1794,104,"Jay",,"THE STATE OF GEORGIA, VERSUS BRAILSFORD, et al.",2/4/1794,,28,13,135,,9,,,0,,,,,0,1,,,1,9,0,0,0,0,40070,4,1,0,4,7,8,800,"NULL",,8,1,1,0,8,"WPaterson",1,1,1,2,,
"1794-002","1794-002-01","1794-002-01-01","1794-002-01-01-01-01",2/18/1794,1,"3 U.S. 6",,"1 L. Ed. 485","1794 U.S. LEXIS 103",1794,104,"Jay",,"GLASS, et al. APPELLANTS, VERSUS THE SLOOP BETSEY, et al.",2/8/1794,,195,,116,,2,,,0,79,,417,,0,1,2,1,1,4,0,1,0,0,90320,9,2,0,3,,9,900,"NULL",1,1,1,6,0,1,"JJay",1,2,2,2,,
"1794-002","1794-002-01","1794-002-01-01","1794-002-01-01-01-02",2/18/1794,1,"3 U.S. 6",,"1 L. Ed. 485","1794 U.S. LEXIS 103",1794,104,"Jay",,"GLASS, et al. APPELLANTS, VERSUS THE SLOOP BETSEY, et al.",2/8/1794,,195,,116,,2,,,0,79,,417,,0,1,2,1,1,4,0,1,0,0,90320,9,2,0,3,,9,900,"NULL",1,1,1,6,0,3,"WCushing",1,1,2,2,,
"1794-002","1794-002-01","1794-002-01-01","1794-002-01-01-01-03",2/18/1794,1,"3 U.S. 6",,"1 L. Ed. 485","1794 U.S. LEXIS 103",1794,104,"Jay",,"GLASS, et al. APPELLANTS, VERSUS THE SLOOP BETSEY, et al.",2/8/1794,,195,,116,,2,,,0,79,,417,,0,1,2,1,1,4,0,1,0,0,90320,9,2,0,3,,9,900,"NULL",1,1,1,6,0,4,"JWilson",1,1,2,2,,
"1794-002","1794-002-01","1794-002-01-01","1794-002-01-01-01-04",2/18/1794,1,"3 U.S. 6",,"1 L. Ed. 485","1794 U.S. LEXIS 103",1794,104,"Jay",,"GLASS, et al. APPELLANTS, VERSUS THE SLOOP BETSEY, et al.",2/8/1794,,195,,116,,2,,,0,79,,417,,0,1,2,1,1,4,0,1,0,0,90320,9,2,0,3,,9,900,"NULL",1,1,1,6,0,5,"JBlair",1,1,2,2,,
"1794-002","1794-002-01","1794-002-01-01","1794-002-01-01-01-05",2/18/1794,1,"3 U.S. 6",,"1 L. Ed. 485","1794 U.S. LEXIS 103",1794,104,"Jay",,"GLASS, et al. APPELLANTS, VERSUS THE SLOOP BETSEY, et al.",2/8/1794,,195,,116,,2,,,0,79,,417,,0,1,2,1,1,4,0,1,0,0,90320,9,2,0,3,,9,900,"NULL",1,1,1,6,0,6,"JIredell",1,1,2,2,,
"1794-002","1794-002-01","1794-002-01-01","1794-002-01-01-01-06",2/18/1794,1,"3 U.S. 6",,"1 L. Ed. 485","1794 U.S. LEXIS 103",1794,104,"Jay",,"GLASS, et al. APPELLANTS, VERSUS THE SLOOP BETSEY, et al.",2/8/1794,,195,,116,,2,,,0,79,,417,,0,1,2,1,1,4,0,1,0,0,90320,9,2,0,3,,9,900,"NULL",1,1,1,6,0,8,"WPaterson",1,1,2,2,,
"1795-001","1795-001-01","1795-001-01-01","1795-001-01-01-01-01",2/20/1795,6,"3 U.S. 17",,"1 L. Ed. 490","1795 U.S. LEXIS 326",1795,104,"Jay",,"THE UNITED STATES VERSUS HAMILTON",,,110,,27,,14,,,0,176,,176,,0,1,,1,1,11,0,1,0,0,10020,1,2,0,7,4,6,600,,,1,1,6,0,1,"JJay",1,1,2,2,,
